date,type,registration,operator,fatalities,location,country,cat,year
30-JUN-2008,Tupolev Tu-154M,RA-85667,Aeroflot,0,Saint Petersburg...,Russia,A1,2008
01-JUL-2008,Cessna 208B Grand Caravan,PT-MEE,TAM,0,"DivinÃ³polis, PA",Brazil,A2,2008
02-JUL-2008,DHC-6 Twin Otter 300,947,Chilean AF,3,near CochamÃ³,Chile,A1,2008
02-JUL-2008,Ilyushin Il-76TD,EK-76400,Click Airways International,0,near Zahedan,Iran,A2,2008
02-JUL-2008,Cessna 500 Citation I,YV1152,Servicios AÃ©reos Permagas,0,Charallave-Ãsca...,Venezuela,A1,2008
03-JUL-2008,Antonov An-2,,Aero Getics,0,Stefanesti,Romania,A1,2008
06-JUL-2008,DC-9-15F,N199US,USA Jet Airlines,1,near Saltillo-Plan de...,Mexico,A1,2008
07-JUL-2008,Boeing 747-209B (SF),N714CK,"Kalitta Air, op.for Centurion Air Cargo",0+ 2,near BogotÃ¡-Eldorado...,Colombia,A1,2008
07-JUL-2008,Bombardier CRJ-701ER,N706EV,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O1,2008
07-JUL-2008,Canadair CRJ-200ER,N916EV,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O2,2008
07-JUL-2008,Canadair CRJ-200ER,N975EV,"Delta Connection, opb ASA",0,Baton Rouge-Ryan...,USA,O2,2008
10-JUL-2008,Beech 99A,CC-CFM,Aerocord,9,near Puerto Montt-Mar...,Chile,A1,2008
10-JUL-2008,Let L-410UVP-E9,5Y-VVB,SafariLink,0,Kichwa Tembo Air...,Kenya,A1,2008
14-JUL-2008,DHC-6 Twin Otter 300,8Q-MAS,Maldivian Air Taxi,0,North Ari Atoll,Maldives,A1,2008
14-JUL-2008,Boeing 737-282,5N-BIG,Chanchangi Airlines,0,Port Harcourt Ai...,Nigeria,A1,2008
15-JUL-2008,Beech Beechjet 400A,PT-WHF,LÃ­der TÃ¡xi AÃ©reo,0,SÃ£o JosÃ© dos C...,Brazil,A1,2008
16-JUL-2008,DHC-6 Twin Otter 300,C-GBEB,North-Wright Airways,0,"Hook Lake, NWT",Canada,A2,2008
18-JUL-2008,Airbus A321-211,G-DHJH,Thomas Cook Airlines,0,Manchester Airpo...,U.K.,A2,2008
22-JUL-2008,Boeing 727-227,C-GLKF,Kelowna Flightcraft,0,Hamilton Airport...,Canada,A2,2008
23-JUL-2008,Fokker F-27 Friendship 400M,FAB-92,TAM,0,Estancia Esperan...,Bolivia,A1,2008
23-JUL-2008,Boeing 737-4M0,PK-GZN,Garuda,0,Banjarmasin-Sjam...,Indonesia,A2,2008
25-JUL-2008,Boeing 747-438,VH-OJK,Qantas,0,"near Manila, Philippines",Pacific Ocean,A2,2008
28-JUL-2008,Airbus A321-231,G-MARA,Monarch Airlines,0,Manchester Airpo...,U.K.,A2,2008
30-JUL-2008,Eclipse 500,N333MY,My Aviation,0,West Chester-Bra...,USA,A1,2008
31-JUL-2008,BAe-125-800A,N818MV,East Coast Jets,8,Owatonna Airport...,USA,A1,2008
31-JUL-2008,MD-88,EC-FPD,Iberia,0,Wien-Schwechat I...,Austria,A1,2008
02-AUG-2008,Learjet 35A,XB-KPB,Todo Para la Aeronautica,0,Guadalajara-Don ...,Mexico,A1,2008
03-AUG-2008,Boeing 747-481D,JA8955,All Nippon,0,Bangkok-Don Muan...,Thailand,O1,2008
03-AUG-2008,Cessna 550 Citation II,N827DP,Drug Plastics & Glass Company Inc,0,Reading Municipa...,USA,A1,2008
05-AUG-2008,Lockheed C-130H Hercules,1212,United Arab Emirates AF,0,Bagram Air Base ...,Afghanistan,A1,2008
13-AUG-2008,Fokker F-27 Friendship 500,5Y-BVF,Fly540,3,near K-50 Airport,Somalia,A1,2008
16-AUG-2008,Dornier 228-202K,D-CAAW,"Advanced Aviation, op.for Minair",0,Bangui Airport (...,C.A.R.,O1,2008
16-AUG-2008,BN-2B-21 Islander,YV1987,Private,0,La Tortuga-Punta...,Venezuela,A2,2008
18-AUG-2008,Cessna 501 Citation I/SP,N223LC,Corus Hardware Corporation,1,near Santo Domingo,Dominican Rep.,A1,2008
20-AUG-2008,DC-9-82 (MD-82),EC-HFP,Spanair,154,Madrid-Barajas A...,Spain,A1,2008
22-AUG-2008,Beech A100 King Air,N601PC,"Leavitt Group Wings, op.for Southwest Skin and Cancer",10,near Moab-Canyonlands...,USA,A1,2008
23-AUG-2008,DHC-8-301,HK-3952,AIRES Colombia,0,Barranquilla-Ern...,Colombia,A1,2008
24-AUG-2008,Boeing 737-219,EX-009,"Itek Air, opf Iran Aseman Airlines",65,near Bishkek-Manas In...,Kyrgyzstan,A1,2008
24-AUG-2008,Cessna 208 Caravan I,TG-JCS,AÃ©reo Ruta Maya,11,"near La Puente, CabaÃ...",Guatemala,A1,2008
24-AUG-2008,ATR 72-212A (ATR 72-500),I-ADLM,Air Dolomiti,0,MÃ¼nchen-Franz J...,Germany,A2,2008
25-AUG-2008,Lockheed L-100-20 Hercules,4593,Philippine AF,11,"near Barangay Bukana,...",Philippines,A1,2008
26-AUG-2008,Boeing 737-200,ST-...,Sun Air Company,0,Kufrah Airport (...,Libya,H2,2008
27-AUG-2008,Boeing 737-2H6,PK-CJG,Sriwijaya Air,0+ 1,Jambi-Sultan Tha...,Indonesia,A1,2008
29-AUG-2008,Antonov An-2R,RA-68126,Aero-Transit,0,"near Boguchany, Krasn...",Russia,A1,2008
30-AUG-2008,Boeing 737-291,YV102T,Conviasa,3,near Toacaso,Ecuador,A1,2008
31-AUG-2008,Fairchild SA227-AC Metro III,N2699Y,McNeely Charter Service,0,"near Carlsbad, NM",USA,A2,2008
01-SEP-2008,Convair CV-580,N587X,Air Tahoma,3,near Columbus-Rickenb...,USA,A1,2008
01-SEP-2008,Beech 1900C-1,ZS-OLD,"CemAir, op.for Air Serv International",17,near Bukavu-Kavumu Ai...,D.R. Congo,A1,2008
01-SEP-2008,Cessna 560 Citation Encore,N839QS,NetJets,0,Telluride Airpor...,USA,A2,2008
01-SEP-2008,Lockheed SP-2H Neptune,N4235T,Neptune Aviation Services,3,near Reno-Stead Airpo...,USA,A1,2008
05-SEP-2008,DHC-4A Caribou,A4-285,RAAF,0,Efogi Airport (EFG),P.N. Guinea,A1,2008
07-SEP-2008,Cessna 208B Grand Caravan,V3-HFQ,Tropic Air,0,near Belize City,Belize,A1,2008
10-SEP-2008,Antonov An-12B,RA-11652,Russian AF,0,Buturlinovka Air...,Russia,A2,2008
13-SEP-2008,DHC-6 Twin Otter 310,9M-MDN,MASwings,0,Ba'kelalan Airpo...,Malaysia,A2,2008
14-SEP-2008,Boeing 737-505,VP-BKO,Aeroflot-Nord,88,near Perm Airport (PEE),Russia,A1,2008
18-SEP-2008,Antonov An-24RV,4L-MJX,EuroLine,0,Tbilisi Airport ...,Georgia,A1,2008
19-SEP-2008,Learjet 60,N999LJ,Global Exec Aviation,4,Columbia Metropo...,USA,A1,2008
21-SEP-2008,Cessna 208 Caravan,,Unknown,4,near Pedernales,Dominican Rep.,A1,2008
22-SEP-2008,Fokker F-28 Fellowship 4000,HC-CDT,ICARO,0,Quito-Mariscal S...,Ecuador,A1,2008
25-SEP-2008,Beech A200 Super King Air,N30W,Dynamic Aviation Group Inc,0,Bridgewater Air ...,USA,A2,2008
25-SEP-2008,Boeing 737-322,N332UA,United Airlines,0,Chicago-O'Hare I...,USA,I1,2008
29-SEP-2008,Antonov An-12BK,T-311,Angolan AF,0,Luanda Airport (...,Angola,A1,2008
29-SEP-2008,DHC-5D Buffalo,5Y-OPL,Trident Aviation,0,Lokichoggio Airp...,Kenya,A1,2008
01-OCT-2008,Boeing 737-3Y0,EI-DON,KD Avia,0,Kaliningrad-Khra...,Russia,A1,2008
05-OCT-2008,BN-2A-26 Islander,ZS-OSD,private,9,near Barberton,South Africa,A1,2008
07-OCT-2008,Airbus A330-303,VH-QPA,Qantas,0,"near Learmonth, WA, A...",Indian Ocean,A2,2008
08-OCT-2008,DHC-6 Twin Otter 300,9N-AFE,Yeti Airlines,18,Lukla-Tenzing-Hi...,Nepal,A1,2008
12-OCT-2008,Beech 100 King Air,N525ZS,Woolie Enterprises,1,"near Bauru Airport, S...",Brazil,A1,2008
16-OCT-2008,Boeing 737-2H4,YV162T,Rutaca,0,Caracas-SimÃ³n B...,Venezuela,A1,2008
16-OCT-2008,CASA C-212 Aviocar 300,8021,South African AF,0,Bloemspruit Air ...,South Africa,A2,2008
19-OCT-2008,Dassault Falcon 20F,YK-ASA,Syrianair,0,Damascus Interna...,Syria,A2,2008
20-OCT-2008,Airbus A320-232,N448UA,United Airlines,0,Phoenix-Sky Harb...,USA,A2,2008
21-OCT-2008,Lockheed P-3C Orion,158573,US Navy,0,Bagram Air Base ...,Afghanistan,A1,2008
27-OCT-2008,Boeing 747-228F (SCD),OO-CBA,Cargo B Airlines,0,Brussel-Zaventem...,Belgium,A1,2008
01-NOV-2008,Cessna 208B Grand Caravan,ZS-PCM,AAA Investments,0,near Nyala Lodge Airs...,South Africa,A2,2008
01-NOV-2008,CASA C-212 Aviocar 200,N437RA,Arctic Transportation Services,0,"near Toksook Bay, AK ...",USA,A2,2008
03-NOV-2008,Beech 200 Super King Air,N200JL,Private,1,near Punta Chivato Ai...,Mexico,A1,2008
04-NOV-2008,Learjet 45,XC-VMC,Mexican Government,9+ 7,near Mexico City-Beni...,Mexico,A1,2008
06-NOV-2008,Dornier 328-110,PK-TXL,Express Air,0,Fak Fak Airport ...,Indonesia,A1,2008
06-NOV-2008,Antonov An-2P,RA-40280,Naryan-Mar Air Enterprise,0,near Verkhnyaya Pesha...,Russia,A1,2008
10-NOV-2008,Boeing 737-8AS (WL),EI-DYG,Ryanair,0,Roma-Ciampino Ai...,Italy,A1,2008
10-NOV-2008,Antonov An-12B,UR-PLV,Veteran Airline,0,Pointe Noire Air...,Congo,A1,2008
11-NOV-2008,Beech 100 King Air,C-GWWQ,National Aviation,0,Stony Rapids Air...,Canada,A1,2008
13-NOV-2008,Antonov An-12B,S9-SAO,British Gulf International Airlines,7,near Al-Taqaddum Air ...,Iraq,A1,2008
22-NOV-2008,Beech A100 King Air,C-FSNA,SkyNorth Air,0,near Gods Lake Narrow...,Canada,A1,2008
23-NOV-2008,Beech B200 Super King Air,PT-OSR,JC Showsa (Banda Calypso),2,near Recife-Guararape...,Brazil,A1,2008
27-NOV-2008,Airbus A320-232,D-AXLA,"Air New Zealand, op.for XL Airways Germany",7,near Canet-Plage,France,A1,2008
27-NOV-2008,BAe 3112 Jetstream 31,C-FNAY,Northwestern Air,0,Fort Smith Airpo...,Canada,A1,2008
28-NOV-2008,Dassault Falcon 900EX,I-FLYI,Eurofly Service,0,Brindisi-Papola ...,Italy,A1,2008
07-DEC-2008,Learjet 23,XC-LGD,", op.for Tlaxcala State Government",2,near Atlangatepec Air...,Mexico,A1,2008
12-DEC-2008,Let L-410UVP-E,HK-4235,SEARCA,0,CapurganÃ¡ Airpo...,Colombia,A1,2008
12-DEC-2008,DHC-6 Twin Otter 300,PK-BRS,Aviastar Mandiri,0,Ewer Airport (EWE),Indonesia,A2,2008
13-DEC-2008,Dornier 228-202,C-FYEV,Summit Air Charters,0,near Cambridge Bay Ai...,Canada,A1,2008
15-DEC-2008,BN-2A Trislander Mk.III-2,N650LP,LÃ­nea AÃ©rea PuertorriqueÃ±a,12,"Caribbean Sea, o...",Atlantic Ocean,A1,2008
18-DEC-2008,Rockwell Sabreliner 60,XA-UFQ,CESA Cargo,0,Celaya-CapitÃ¡n ...,Mexico,O1,2008
18-DEC-2008,Beech 200 Super King Air,ZS-NXH,Ferox Investment,0,Lanseria Airport...,South Africa,A2,2008
19-DEC-2008,BN-2A-20 Islander,YJ-RV2,Air Vanuatu,2,near Olpoi-Lajmoli Ai...,Vanuatu,A1,2008
20-DEC-2008,Boeing 737-524,N18611,Continental Air Lines,0,Denver Internati...,USA,A1,2008
21-DEC-2008,Dassault Falcon 20C,N165TW,Ameristar Jet Charter,0,Chautauqua Count...,USA,A1,2008
23-DEC-2008,Raytheon 390 Premier I,N20NL,CNS Corporation,0,Lewistown-Sharpe...,USA,A1,2008
??-???-2008,Antonov An-12B,UP-AN208,East Wing,0,N'Djamena Airpor...,Chad,A1,2008
02-JAN-2009,Antonov An-12BP,S9-SAM,British Gulf International Airlines,0,Sharjah Airport ...,U.A.E.,A1,2009
03-JAN-2009,Learjet 45XR,N279AJ,Aero Jet Services,0,Telluride Region...,USA,A1,2009
04-JAN-2009,Cessna 650 Citation VII,XA-PYN,Aero Cabo,0,Vancouver Intern...,Canada,A2,2009
04-JAN-2009,Cessna 550 Citation II,N815MA,"JODA, op.for Caribair",0,Wilmington-New H...,USA,A1,2009
04-JAN-2009,Basler Turbo 67 (DC-3T),C-GEAJ,ALCI Aviation,0,Tony Camp,Antarctica,A2,2009
09-JAN-2009,Cessna 208 Caravan I,EP-858,Peruvian Army,0,near Intuto,Peru,A1,2009
11-JAN-2009,Xian MA60,RP-C8893,Zest Airways,0,Caticlan-Malay A...,Philippines,A1,2009
13-JAN-2009,Antonov An-24RV,S9-KAS,Daallo Airlines,0,Bosaso-Bender Qa...,Somalia,A1,2009
15-JAN-2009,Airbus A320-214,N106US,US Airways,0,"near Weehawken, NJ [H...",USA,A1,2009
15-JAN-2009,Ilyushin Il-76MD,RA-76825,Russian Ministry of Interior,4,Makhachkala Airp...,Russia,A1,2009
15-JAN-2009,Ilyushin Il-76MD,RA-76827,Russian Ministry of Interior,0,Makhachkala Airp...,Russia,A2,2009
15-JAN-2009,Learjet 35A,C-GRFO,Skyservice Business Aviation,0,Casablanca-Moham...,Morocco,A2,2009
16-JAN-2009,IAI 1126 Galaxy,YR-TIG,Ion Tiriac Air,0,Oradea Airport (...,Romania,A1,2009
16-JAN-2009,Beech 100 King Air,C-GNAA,SkyNorth Air,0,"Island Lake, MB ...",Canada,A1,2009
19-JAN-2009,Fokker 100,EP-CFN,"Chabahar Airlines, op.for Iran Air",0,Tehran-Mehrabad ...,Iran,A1,2009
20-JAN-2009,Bombardier Global 5000,C-GERS,Bombardier,0,Wichita-Mid-Cont...,USA,A2,2009
27-JAN-2009,ATR 42-320,N902FX,"FedEx, op.for Empire Airlines",0,Lubbock Preston ...,USA,A1,2009
27-JAN-2009,Cessna 560 Citation V,OE-GAA,Tyrol Air Ambulance,0,Novosibirsk-Tolm...,Russia,A2,2009
30-JAN-2009,C-17A Globemaster III,96-0002,USAF,0,Bagram Air Base ...,Afghanistan,A2,2009
01-FEB-2009,Airbus A320-232,,IndiGo Airlines,0,Delhi-Indira Gan...,India,H2,2009
04-FEB-2009,AMI DC-3-65TP,N834TP,National Test Pilot School,0,Mojave-Kern Coun...,USA,A1,2009
04-FEB-2009,DHC-6 Twin Otter 100,C-FCCE,Transwest Air,0,La Ronge Airport...,Canada,A1,2009
05-FEB-2009,Learjet 35A,XB-RYT,Rajet Aeroservicios,0,Ciudad Victoria ...,Mexico,A2,2009
06-FEB-2009,Bombardier Global Express,N906JW,JW Asset Management,0,St. Moritz-Samed...,Switzerland,A2,2009
07-FEB-2009,Cessna 650 Citation III,I-FEEV,Air One Executive,2,Trigoria,Italy,A1,2009
07-FEB-2009,Embraer EMB-110P1 Bandeirante,PT-SEA,Manaus AerotÃ¡xi,24,"near Santo AntÃ³nio, ...",Brazil,A1,2009
09-FEB-2009,Airbus A321-211,F-GYAJ,Air MÃ©diterranÃ©e,0,Paris-Charles de...,France,A2,2009
11-FEB-2009,Cessna 208B Grand Caravan,5Y-BUQ,Airworks,0,Boma Airstrip,South Sudan,A1,2009
11-FEB-2009,Antonov An-2,10 yellow,Russian AF,0,near Pskov Airport (PKV),Russia,A1,2009
11-FEB-2009,Beech 200 Super King Air,TC-AUY,Anadolu University Civil Aviation School,0,Eskisehir-Anadol...,Turkey,A1,2009
12-FEB-2009,DHC-8-402Q Dash 8,N200WQ,"Colgan Air, opf Continental Connection",49+ 1,near Buffalo Niagara ...,USA,A1,2009
12-FEB-2009,Dassault Falcon 100,VP-BAF,Laret Aviation,2,St. Moritz-Samed...,Switzerland,A1,2009
12-FEB-2009,BAe 3102 Jetstream 31,SX-SKY,Sky Express,0,Heraklion-N. Kaz...,Greece,A1,2009
13-FEB-2009,Avro RJ100,G-BXAR,BA CityFlyer,0,London City Airp...,U.K.,A1,2009
14-FEB-2009,CASA C-212 Aviocar 200,N440RA,Arctic Transportation Services,0,near Kotzebue-Ralph W...,USA,A2,2009
15-FEB-2009,HESA IrAn-140-100,HESA90-04,HESA,5,near Isfahan/Shahin S...,Iran,A1,2009
15-FEB-2009,Cessna 208B Grand Caravan,YV1950,Rutaca,0,Guasdualito-Vare...,Venezuela,A2,2009
18-FEB-2009,Basler Turbo 67 (DC-3T),FAC-1670,Colombian AF,5,near Palanquero-Germa...,Colombia,A1,2009
18-FEB-2009,Basler Turbo 67 (DC-3T),PNC-0211,Colombian Police,0,MedellÃ­n-Enriqu...,Colombia,O1,2009
20-FEB-2009,Antonov An-12B,S9-SVN,Aerolift,5,Luxor Airport (LXR),Egypt,A1,2009
22-FEB-2009,Antonov An-2SX,EX-68039,Golden Rule Airlines,0,near Bishkek District...,Kyrgyzstan,A1,2009
24-FEB-2009,Lockheed C-130H Hercules,SU-BAC/1272,Egyptian AF,0,unknown,Egypt,A1,2009
25-FEB-2009,Boeing 737-8F2,TC-JGE,THY,9,near Amsterdam-Schiph...,Netherlands,A1,2009
28-FEB-2009,Saab 2000,YR-SBI,Carpatair,0,Timisoara Airpor...,Romania,A2,2009
01-MAR-2009,Beech 100 King Air,YV2129,Command Air,6,"near San Miguel, Truj...",Venezuela,A1,2009
03-MAR-2009,Swearingen SA226-TC Metro II,C-FSLZ,Perimeter Airlines,0,Winnipeg-James A...,Canada,A2,2009
04-MAR-2009,Cessna 208 Caravan I,5X-ASI,Air Serv Limited,0,Maridi Airport,South Sudan,A2,2009
06-MAR-2009,National Aerospace Laboratories (NAL) Saras,VT-XRM,National Aerospace Laboratories,3,near Bidadi,India,A1,2009
06-MAR-2009,GAF Nomad N.22B,L9-5/25,Thai AF,1,Lop Buri Air Base,Thailand,A1,2009
09-MAR-2009,Ilyushin Il-76T,S9-SAB,Aerolift,11,near Entebbe Airport ...,Uganda,A1,2009
09-MAR-2009,MD-90-30,PK-LIL,Lion Air,0,Jakarta-Soekarno...,Indonesia,A1,2009
13-MAR-2009,Boeing E-8C (707),93-0597,USAF,0,near Qatar,Qatar,A1,2009
19-MAR-2009,Beech 200 Super King Air,AEE-101,Ecuador Army,5+ 2,near Quito-Mariscal S...,Ecuador,A1,2009
20-MAR-2009,Airbus A340-541,A6-ERG,Emirates,0,Melbourne-Tullam...,Australia,A2,2009
23-MAR-2009,MD-11F,N526FE,FedEx,2,Tokyo-Narita Air...,Japan,A1,2009
26-MAR-2009,Tupolev Tu-134AK,RA-65981,Russian AF,0,Dolinsk-Sokol Ai...,Russia,A1,2009
29-MAR-2009,Cessna 550 Citation II,N44FR,Fritzi Jet LLC,0,Salt Lake City I...,USA,A2,2009
31-MAR-2009,PZL-Mielec M28TD Bryza 2RF,1007,Polish Navy,4,Gdynia-Babie Doly,Poland,A1,2009
02-APR-2009,BN-2A Islander,RP-C764,Chemtrad Aviation,7,Barangay San Mig...,Philippines,A1,2009
06-APR-2009,Fokker F-27 Friendship 400M,A-2703,Indonesian AF,24,Bandung-Husein S...,Indonesia,A1,2009
09-APR-2009,BAe-146-300,PK-BRD,Aviastar Mandiri,6,near Wamena (WMX),Indonesia,A1,2009
11-APR-2009,Cessna 208B Grand Caravan,RDPL-34144,Lao Air,0,ThulakhÃ´m district,Laos,A2,2009
17-APR-2009,Cessna 208B Grand Caravan,YV1181,LÃ­nea TurÃ­stica Aereotuy - LTA,1,Canaima Airport ...,Venezuela,A1,2009
19-APR-2009,Boeing 737-8AS,C-FTCZ,CanJet Airlines,0,Montego Bay-Sang...,Jamaica,H2,2009
20-APR-2009,Boeing 767-36NER,CN-RNT,RAM,0,New York-John F....,USA,A2,2009
21-APR-2009,Bombardier DHC-8-402Q Dash 8,C-GLQD,Porter Airlines,0,Ottawa/Macdonald...,Canada,A2,2009
22-APR-2009,Rockwell Sabreliner 60,N103TA,Private,0,Banjul-Yundum In...,Gambia,A1,2009
25-APR-2009,Lockheed SP-2H Neptune,N442NA,Neptune Aviation Services,3,"near Stockton, UT",USA,A1,2009
26-APR-2009,Douglas DC-3C,N136FS,Four Star Air Cargo,0,San Juan-Luis Mu...,Puerto Rico,A1,2009
27-APR-2009,Boeing 737-2K9,XA-MAF,Magnicharters,0,Guadalajara-Don ...,Mexico,A1,2009
29-APR-2009,Boeing 737-275,TL-ADM,Bako Air,7,"Massamba, Bandun...",D.R. Congo,A1,2009
30-APR-2009,Antonov An-2,RF-00842,Yakutsk ASK ROSTO,3,Oi (Nemyugyuntsy...,Russia,A1,2009
04-MAY-2009,Airbus A320-211,N311US,Northwest Airlines,0,Denver Internati...,USA,A2,2009
04-MAY-2009,Antonov An-2,,South Korea AF,0,near Seongmu Air Base,South Korea,A1,2009
06-MAY-2009,DC-10-30ER,N139WA,World Airways,0,Baltimore/Washin...,USA,A1,2009
06-MAY-2009,Cessna 208B Grand Caravan,D-FOLE,OLT,0,near Dornum,Germany,A2,2009
08-MAY-2009,Tupolev Tu-154M,EP-MCR,Iran Airtour,0,near Mashhad Airport ...,Iran,A1,2009
08-MAY-2009,MD-90-30,HZ-APW,Saudi Arabian,0,Riyadh-King Khal...,Saudi Arabia,A1,2009
08-MAY-2009,Boeing 747-48EF,HL7419,Asiana Airlines,0,near Frankfurt Intern...,Germany,A2,2009
10-MAY-2009,BAe 3212 Jetstream 32,YV1467,private,1,near Utila Airport (UII),Honduras,A1,2009
11-MAY-2009,Lockheed C-130B Hercules,A-1302,Indonesian AF,0,Wamena Airport (...,Indonesia,A1,2009
18-MAY-2009,Antonov An-24T,EK-46839,"Air Atlantic Congo, lsf Phoenix Avia",0,Dire Dawa-Aba Te...,Ethiopia,A1,2009
20-MAY-2009,Lockheed L-100-30 Hercules,A-1325,Indonesian AF,97+ 2,near Madiun-Iswahyudi...,Indonesia,A1,2009
22-MAY-2009,Beech B300 King Air 350,PR-MOZ,Santa Coloma Investimentos,14,Porto Seguro-Ter...,Brazil,A1,2009
26-MAY-2009,Antonov An-26,9Q-CSA,Services Air,3,near Isiro-Matari Air...,D.R. Congo,A1,2009
28-MAY-2009,DHC-5D Buffalo,AEE-501,Ecuador Army,0,Quevedo Airport,Ecuador,A1,2009
30-MAY-2009,ATR 42-500,AP-BHO,PIA,0,Lahore Airport (...,Pakistan,A2,2009
01-JUN-2009,Airbus A330-203,F-GZCP,Air France,228,near SÃ£o Pedro and S...,Atlantic Ocean,A1,2009
02-JUN-2009,DHC-6 Twin Otter 200,8Q-MAG,"Maldivian Air Taxi, lsf Kenn Borek Air",0,Halaveli Resort ...,Maldives,A1,2009
03-JUN-2009,DHC-6 Twin Otter 300,SE-GEE,Skydive Airlines,0,Gryttjom airfiel...,Sweden,A2,2009
03-JUN-2009,MD-11F,B-2175,China Cargo Airlines,0,Urumqi Airport (...,China,A2,2009
03-JUN-2009,Boeing 737-59D,VP-BXM,Aeroflot-Nord,0,Simferopol Airpo...,Ukraine,A1,2009
06-JUN-2009,Fokker F-28 Fellowship 4000,XY-ADW,Myanma Airways,0,Sittwe-Civil Air...,Myanmar,A1,2009
07-JUN-2009,BN-2A-27 Islander,C-FJJR,Strait Air,1,near Port Hope Simpso...,Canada,A1,2009
08-JUN-2009,Antonov An-32,K3062,Indian AF,13,Rinchi village i...,India,A1,2009
09-JUN-2009,Antonov An-2R,EX-156,Valor Air,0,"Kadamdzhayskom, ...",Kyrgyzstan,A1,2009
09-JUN-2009,MD-11F,HZ-ANB,Saudi Arabian,0,Khartoum-Civil A...,Sudan,A2,2009
10-JUN-2009,Beech 200C Super King Air,ZS-PNZ,Aviation Asset Management,0,Lanseria Interna...,South Africa,A2,2009
13-JUN-2009,Antonov An-2R,RF-00428,ROSTO Primorsk-Ahtarska,0,near Primorsko-Ahtars...,Russia,A1,2009
14-JUN-2009,Dornier 328-110,PK-TXN,Express Air,0,Tanahmerah Airpo...,Indonesia,A2,2009
18-JUN-2009,Learjet 40,N998AL,Alex Lyon & Sons,0,Fort Worth-Meach...,USA,A1,2009
20-JUN-2009,Antonov An-2,,Unknown,0,"Pologi, Zaporizh...",Ukraine,O1,2009
25-JUN-2009,Xian MA60,RP-C8892,Zest Airways,0,Caticlan-Malay A...,Philippines,A1,2009
26-JUN-2009,Let L-410UVP-E,HK-4094,TAC,0,CapurganÃ¡ Airpo...,Colombia,A1,2009
27-JUN-2009,BAe 3201 Jetstream 31,N485UE,Vecolair,0,Salerno FOB,Afghanistan,A1,2009
29-JUN-2009,DHC-6 Twin Otter 300,PK-BRO,Aviastar Mandiri,3,near Wamena Airport (...,Indonesia,A1,2009
29-JUN-2009,BN-2B-26 Islander,D-ILFC,LFH Luftverkehr,0,Wangerooge Airpo...,Germany,A2,2009
30-JUN-2009,Airbus A310-324,7O-ADJ,Yemenia Airways,152,near Mitsamiouli,Comoros,A1,2009
05-JUL-2009,BN-2A Trislander Mk.III-1,ZK-LOU,Great Barrier Airlines,0,near Great Barrier Is...,New Zealand,A1,2009
06-JUL-2009,Antonov An-28,ST-TYB,El Dinder Aviation,0,near Sarif-Umra Airstrip,Sudan,A1,2009
08-JUL-2009,Fairchild SA227-AC Metro III,C6-FPO,Western Air,0,Bimini Internati...,Bahamas,A2,2009
13-JUL-2009,Boeing 737-3H4,N387SW,Southwest Airlines,0,"near Charleston, WV",USA,A2,2009
15-JUL-2009,Tupolev Tu-154M,EP-CPG,Caspian Airlines,168,near Qazvin,Iran,A1,2009
19-JUL-2009,BAe 3212 Jetstream 32,YV1200,Kavok Airlines,0,Metropolitano Ai...,Venezuela,A1,2009
21-JUL-2009,Beech 100 King Air,C-FDAM,North Cariboo Flying Service,0,Edmonton Interna...,Canada,A2,2009
24-JUL-2009,Ilyushin Il-62M,UP-I6208,"DETA Air, op.for Aria Air",16,Mashhad-Shahid H...,Iran,A1,2009
29-JUL-2009,DHC-6 Twin Otter 300,OY-POF,Air Greenland,0,near Constable Point,Greenland,A2,2009
02-AUG-2009,DHC-6 Twin Otter 300,PK-NVC,Merpati Nusantara,15,near Oksibil Airport ...,Indonesia,A1,2009
02-AUG-2009,Embraer EMB-120RT Brasilia,5N-BLN,Capital Airlines,0,Enugu Airport (ENU),Nigeria,A1,2009
03-AUG-2009,Boeing 707-3J9C,EP-SHK,Saha Air,0,Ahwaz Airport (AWZ),Iran,A2,2009
04-AUG-2009,ATR 72-212A (ATR 72-500),HS-PGL,Bangkok Airways,1,Koh Samui Airpor...,Thailand,A1,2009
10-AUG-2009,Boeing 737-881 (WL),JA56AN,All Nippon,0,Tokyo-Haneda Air...,Japan,A2,2009
11-AUG-2009,DHC-6 Twin Otter 300,P2-MCB,Airlines PNG,13,near Kokoda Airport (...,P.N. Guinea,A1,2009
14-AUG-2009,Beech 99,F-BTME,"Avioarte ServiÃ§os AÃ©reos, op.for Skydive Portugal",2,Bairro de Almeir...,Portugal,A1,2009
16-AUG-2009,Avcen Jetpod,-,Avcen,1,near Taiping Airport ...,Malaysia,A1,2009
16-AUG-2009,BN-2A-6 Islander,YV212T,Islas Aviation Services,0,near Caracas-SimÃ³n B...,Venezuela,A1,2009
23-AUG-2009,Dornier 328-100,RP-C6328,South East Asian Airlines,0,Manila-Ninoy Aqu...,Philippines,A2,2009
26-AUG-2009,Antonov An-12BK,TN-AIA,Aero Fret Business,6,near Brazzaville-Maya...,Congo,A1,2009
